"Street/Name","Zipcode","Invited","Turnout","X","Y"
" Restaurant Manjefiek","6228XZ","0",307,179128.03139019,315280.043188358
" Restobar Mama","6224KV","0",847,177818.026950936,317595.005640273
" Revius Lyceum","3962KT","2601",1091,151647.016910253,443711.603052974
" Ringvaartkerk (voorheen de Bron)","2914VJ","1613",991,101669,442628
" RK Annakerk","5223HJ","1574",532,147246.900114121,411270.30041439
" RK basisschool Ludgerus","3768GM","0",956,149734.262009494,463552.32716697
" RK Genesarethkerk","2716GT","1907",695,92069.0337772941,452486.95617685
" RK Kerk","4841AC","1730",869,108800.053424562,401476.330269376
" RK Kerk De Doortocht","2725AR","1907",1161,93800.3390589682,454215.873516084
" RK Kerk De Wijngaard","2719AZ","1907",970,92864.7338398982,450763.188261984
" RK Kerk Tabor","2728AC","1907",893,95189.0313354894,454478.94743669
" RK Michaelkerk","3731EE","1165",765,140227.000156342,457294.000911036
" RKFC Lindenheuvel-Heidebloem Comb.","6163CP","1650",342,184662.994248636,333149.001415025
" RKVV DIA","4847EJ","0",1009,116285.984722285,402231.093601758
" ROC Aventus","7331VZ","2493",734,194872.545089321,469050.963778159
" ROC van Amsterdam","1102CV","1621",110,125095,480998
" ROC van Twente Almelo","7604BB","1300",256,241441.862015723,486058.293632494
" ROC-TOP","1033SB","1312",973,121075.516,490828.861
" Rode Kruisgebouw","8031DB","1840",379,202886.514990945,504548.977088382
" Rode Kruisgebouw ","9406GD","800",809,232208.000390198,557219.000859227
" Room Mate Aitana","1013MM","0",775,121427.692,488651.928
" Rosa Boekdrukkerschool","1056DT","2757",887,118781,487388
" Rudolf Steiner School","4816AD","650",201,112988.361071294,401450.617105849
" S.O. De Heldring","1032LH","1161",358,122285.021,490100.819
" s.v. Groen Wit '62","7327GN","2137",707,197386.679325139,466643.771519776
" S.V. Westfriezen","1689EJ","0",459,133531.018480365,519598.807809579
" Sacramentskerk","4818GL","0",2933,113481.037631928,399030.269785109
" Salto International school Rise","5642GP","1",1003,163514.399234587,383577.208875754
" SamSam","6412EN","0",1029,195170.350455065,323376.990199759
" Sassegrave","4694BP","1354",863,66265.1673399223,396265.411804509
" Saxion Hogeschool","7417DH","1976",626,208326.435169672,474322.057453571
" SBO De Zeppelin","1033LW","1365",385,121505,491515
" SCC 't Kraaienest","4822AT","1119",983,110599.075957227,403768.386886808
" SCC De Biechten (B)","5246GA","0",1335,151795.300118337,412088.300414939
" SCC De Koe","4813HA","0",2020,109799.573775435,398897.11831216
" SCC De Pekhoeve","4851CN","0",2172,114131.209414207,395690.139445211
" Schaapskooi de Maanderbuurt","6716SC","0",541,171561.391863821,448546.88297331
" Scheepvaartmuseum","1018KK","988",872,122842,487173
" Scheidsrechtersvereniging","7316JC","1342",357,194745.311475408,471355.72334709
" School De Bundel","7321HG","1866",802,196653.860757697,469875.068142828
" School De Krullevaar","8043EA","1840",1043,200633.534706473,505319.416900316
" School De Roos","1056WB","2537",1184,119149,487496
" School De Witte Olifant","1011LX","1500",727,122104,487043
" School Het Gein","1106ZG","2612",1268,128143,479050
" School met de Bijbel","2731AC","1417",738,96977.9988919785,454777.992343483
" schoolgebouw","2241XN","1129",861,88129.2220602857,462447.47044618
" Schoolgebouw ROC","1053ZP","1355",589,120073,486843
" Schoolgebouw Winterkoninkje","1053GK","2593",712,119296,486511
" Schoolhuis","2465AC","1038",626,106006.997109494,468169.002007833
" Schoolwoningen Passewaaij","4007HD","2289",1075,156249.404215449,431011.563340841
" Schouwburg het Park","1621LE","0",725,132260.673052327,517180.342830072
" Schuttersgebouw Claudius Civilis","6911AJ","0",1000,199833.000450002,433622.000730361
" Scouting Amby","6225JM","0",478,0,0
" Scouting De Mokkenboom","4819BB","0",1320,112426.463820323,398500.324065296
" Scouting Graaf Daron","1825KB","1486",549,111866.046754709,519565.998709293
" Scouting Haagse Beemden","4824EW","2241",733,110643.053139262,402752.42070826
" Scouting Keent-Moesel","6006FB","1927",533,0,0
" Scouting Lucas","5216JJ","1186",632,150203.800116861,410813.500414109
" Scouting Oost 1","1098SM","1012",540,124790,484661
" Scouting St. Jan Baptist","6415JN","1160",347,197211.604440625,323587.751365663
" Scouting St. Job Leuken-Weert","6004DG","2047",624,179071.939040377,363326.215041085
" Scouting SWIII/LBP","7313CP","737",441,192946.724677095,471019.891479314
" Scouting Thomas-More","4841LP","1468",535,107816.596255124,401069.401732638
" Scoutinggebouw Sint Gerlach","6212AJ","0",162,176654.044849103,315676.573218688
" Scoutinggroep Martin Luther King","1620GB","0",268,0,0
" Senioren-flat de Wasknijper","1025MZ","1853",803,123837,490895
" Seniorensociëteit ()","5256AD","0",691,138074.164277294,416203.083886445
" Servicecentrum Leidschendam (2)","2264BM","1838",1591,86909.2401395667,455675.570076878
" Servicecomplex Maasduinen Staete","5854DA","83",27,200705.921432487,402045.864856874
" Servicepunt Eerbeek","6961CW","1505",444,201333.223141977,457715.598864385
" Servicepunt Het Brinkhuis","1097TM","1311",1041,124742,483637
" Servicepunt Kraaipan","1091LX","1226",268,122995.988,484926.972
" Sg.St. Ursula Horn","6085AS","1556",591,192937.980833214,357756.944123882
" Showband Hoorn","1621GK","0",744,132935.082113375,517323.359316254
" Showroom Garage Bollen","6211NJ","0",490,0,0
" Sint Janshof","5251BL","0",13,143880.822155913,412115.173361996
" Sint Michaëlskerk Blokker","1695AH","0",2017,135131.697018646,519441.734667908
" Sionskerk","6721EJ","0",653,175276.000284337,445845.000535307
" Sionskerk","8033BA","1840",731,204080.7417972,505001.423826993
" Sionskerk (2)","2402WC","1445",896,105386.73129573,462091.760186277
" Sleutelkwartier (SK Lab)","2741GS","1397",341,104710.271314176,451001.616736456
" Soc Cult Centrum  Den Bolder Maandag","5165TR","0",1156,124605.171771255,410738.579192463
" Sociaal Cultureel Centrum Perron-3","5243SR","1214",956,153840.300120233,414142.000416277
" Sociëteit Concordia","2801PJ","1403",589,108606.998023011,446976.994068992
" Sociëteit Het Struikske","5652GM","1706",842,158793.882928084,383414.592060852
" Sociëteit K.B.O.","1815HA","1641",685,111151.132081136,515954.3705239
" SOJOS (14-3-22)","3738EB","0",210,0,0
" SOJOS (15-3-22)","3738CB","0",330,140418.685314598,463439.098019283
" SOJOS (Jongerencentrum)","3738CB","1301",679,140418.685314598,463439.098019283
" Speelboerderij Het Buitenbeest","2715VP","1907",1370,92605.0649705668,452617.407187401
" Speelgoedbank De Grabbelton","6163XW","1800",406,185530.53767136,332116.75281281
" Speeltuin De Driehoek","7416ZJ","1888",1032,208614.668169926,474746.187453821
" Speeltuin De Korenbloem","6713DW","0",716,173743.154444148,449755.141356778
" speeltuin De Overkant","2741KP","869",306,105268.323461605,450496.281536487
" Speeltuin OKB","1823DD","1408",644,112442.714374649,516773.038761349
" Speeltuin Weerestein","2182XM","1597",651,99933.7099109322,479547.169931452
" Speeltuinvereniging ""Het Havenkwartier""","1506PK","1802",677,117244.309414066,493552.579175164
" Speeltuinvereniging De IJssel","7412BV","1976",1142,206667.000168163,474810.000453895
" Speeltuinvereniging Kindervreugd","2405VK","1625",537,105101.61198211,461193.451300932
" Speeltuinvereniging Nieuwendam","1023EL","589",646,125271,489155
" Spieghelkerk","1405HM","1241",759,139072.676966427,476386.188966028
" Spilcentrum de Boog","5641AC","1",1329,163991.819279359,384442.84674576
" SPOC-park Wijhe","8131DP","1604",463,205859.634167222,488318.878461955
" Spoor 7","7731AX","757",433,224927.378513657,502964.841294557
" Sporhal Charlotte van Pallandthof","1628ZJ","0",295,136232.332151752,518669.144824909
" Sport- en Ontspanningsvereniging Pontania","1093TD","953",391,123799,486491
" Sportcafe - De Opgang","1689NT","0",1318,132103.182884523,519947.89141776
" Sportcafé 't Volkshuis","6413PV","1123",196,194090.830395444,326451.390527322
" Sportcafe De Bhoele","6961AB","1844",787,200776.91822842,458243.730537768
" Sportcafé Jekerdal","6212XK","0",466,175617.667033192,316194.09211776
" Sportcentrum De Bengele 2","6031TZ","1755",959,179686.366233388,365615.339556591
" Sportcentrum de Couburg ma","4371AZ","0",1346,27386.8778931806,389898.661027771
" Sportcentrum De Fluit - Zij ingang","2262ED","1838",490,86858.4163922052,456596.789637011
" Sportcentrum de Mammoet (R)","2804RT","2116",1949,108698.993694863,448976.991676549
" Sportcentrum De Pijp","1072RD","1913",1110,121376,484764
" Sportcentrum de Vosse","2181CD","1506",558,100630.997616668,478878.999149209
" Sportcentrum Vliegende Vaart","4537DH","1557",2420,47378.0257987879,371013.989756918
" Sportcomplex Marsdiek","9409TH","1000",441,0,0
" Sportgebouw Zeeburgereiland","1095MK","0",1747,126497.181,487247.365
" Sporth. Aetsveld","1383ED","1453",821,131530.683,479043.746
" Sporthal ""de Hooiberg""","8121RA","1520",87,205068.000166585,483368.000459037
" Sporthal Aan de Bron","6004GC","0",1733,178186.440508038,362802.390981098
" Sporthal Aetsveld","1383ED","1482",649,131530.683,479043.746
" Sporthal Alkmaar Noord (2)","1825PV","1496",505,112412.930433339,519276.105187685
" Sporthal Boshoven","6002AZ","0",1663,176318.303841379,363141.418284259
" Sporthal Calvijn","1065KH","3408",719,117143.946,485500.248
" Sporthal Cellesbroek","8265KA","1352",605,189589.853969171,507023.353156955
" Sporthal Charlotte van Pallandthof","1628ZJ","0",904,136232.332151752,518669.144824909
" Sporthal Daalhof 2","6215JC","0",1870,0,0
" Sporthal De Amerhal","4921EV","1736",777,0,0
" Sporthal De Arena","2403AS","1684",582,106460.998599604,461823.999192186
" Sporthal de Beek","7772LX","990",691,0,0
" Sporthal De Blikken","4341LV","1650",860,36354.5983304428,392252.606708054
" Sporthal De Grenslibel","6039HB","1957",188,178744.41838188,355913.968408187
" Sporthal de Halve Maan ma","4356BX","0",1507,0,0
" Sporthal de Hazelaar (B)","5244GD","0",2308,154033.300120411,414069.50041623
" Sporthal De Huif","4854AB","989",245,116252.508374081,397415.053481312
" Sporthal De Kraanvogel","5521JN","1326",533,150269.430855749,373914.847478919
" Sporthal de Kruitmolen -  23","4337KP","1759",1119,33249.4905221028,390796.116618933
" Sporthal De Landvliethal","2391AX","971",406,100663.998592476,457045.994112376
" Sporthal de Meet","7772ZH","1202",478,238611.576051384,510089.701106735
" Sporthal de Schier 2","3888LA","1236",1535,181835.138674981,474157.710815891
" Sporthal de Schutskamp (B)","5223KG","3281",2171,146938.900113837,411930.500414822
" Sporthal de Slagen","5146AW","1648",783,131363.986008185,409756.652871567
" Sporthal de Sprong","4335AT","2540",996,0,0
" Sporthal de Struijck, INGANG PROF.STRUIJCKENSTRAAT","1502RV","2204",498,116688.586275986,495735.550557711
" Sporthal De Timp","9402ER","1600",774,233831.999879927,557971.000493726
" Sporthal de Tref","1509KR","3663",1035,117584.50088626,497950.744198955
" Sporthal De Veur - 2","2718CX","1907",1440,93008.9869483723,450368.053593834
" Sporthal De Vliethorst","2251CT","1450",861,90553.5620624465,459728.894444547
" Sporthal de Zebra","2807DZ","0",1838,110879.999879625,446556.999823996
" Sporthal Die Heygrave 3","5251CJ","1202",1319,142607.691499976,411689.533923372
" Sporthal Driedorp ()","4845EC","0",1000,111027.356080508,408420.382412267
" Sporthal Essesteijn","2272EB","1838",1446,85133.5202079766,455597.14102964
" Sporthal Gaasperdam","1106AW","1357",431,127103,478833
" Sporthal Galecop l l l","3437KB","1205",902,134094.939261004,451271.676850252
" Sporthal Haagse Beemden","4822RK","1019",499,109503.067064079,403292.356664772
" Sporthal In de Biessen","6433AZ","0",917,193366.870082357,325640.230568675
" Sporthal Keizerslanden","7415DM","844",259,207545,476259
" Sporthal Kernhem","6718MM","0",1241,171730.456158364,451395.444205402
" Sporthal KHC","8265VC","2393",843,191055.893511065,505793.214797465
" Sporthal Laan van Spartaan","1061MB","0",881,117679.781,487416.466
" Sporthal Lingeweg (Adoshal)","1628AW","0",539,134090.404716427,518590.029944393
" Sporthal Maaspoort (B)","5235AA","1535",526,150059.300116733,414836.600416727
" Sporthal Merwestein l l","3432GN","1205",452,134776.169484578,448701.945300901
" Sporthal Olympus II","9402KG","800",325,233701.566916165,558172.010332646
" Sporthal Oostenburg","1018ND","687",562,123535,486790
" Sporthal Oosterven","1483VR","1568",821,118529.000310535,507562.000460682
" Sporthal Palemig","6415SB","0",544,196692.630303795,323398.490059398
" Sporthal Schalkhaar","7433MA","1158",429,210655.000171737,476817.000455036
" Sporthal Schelfhorst","7608JG","1300",632,0,0
" Sporthal Sociaal Cultureel Centrum De Schans B","5237DE","1634",3300,148872.500115635,415322.100417037
" Sporthal Soetendaal","6721ZK","0",765,174297.000035836,446154.000787168
" Sporthal Sprengeloo 2","7314KP","909",345,193275.026705413,469615.415184972
" Sporthal Uutvlog","7437VD","1332",669,217262.000177761,473939.000453196
" Sporthal Varenbeuk","6414NL","0",687,195402.420403615,326449.19067463
" Sporthal Vullingsweg","6418HS","1880",269,198633.630268527,319656.540415949
" Sporthal Weespersluis","1384AH","1192",867,131607.702,481079.824
" Sporthal Welgelegen 2","7322JS","1376",1161,195420.438912534,470016.208622954
" Sporthal Wethouder Verheij","1093KP","1164",842,123946,485652
" Sporthal Windmolenbroek","7609LA","1300",749,240259.991781756,483652.995693887
" Sporthal Zuidbroek 2","7324BM","1107",418,196650.578229818,473062.637911318
" Sporthal Zuiderpark 2","7331MZ","1137",724,195214.569511918,467863.814824605
" Sporthallen Zuid","1076EP","729",195,118669.332,483695.583
" Sportpark Asser Boys","9403TD","1000",698,235966.999945618,557566.000982034
" Sportpark De Heikant","4841EG","1777",735,108007.277498958,402082.420131905
" Sportpark Graswinkel","6005JZ","1834",628,178455.905581698,361925.566867711
" Sportpark Meerhoven (DBS)","5657AW","3487",755,156452.375723751,382971.530395293
" Sportpark Op den Das","6006TL","867",397,175785.569177579,359152.496168095
" Sportzaal ""De Slaghen"" 1e zaal","7731TJ","1103",1348,226118.415472062,505179.367986372
" Sportzaal Borgerstraat","1053PE","674",974,119483,486436
" Sportzaal Brouwersstraat","6166CM","1900",808,186906.588750941,331524.355621161
" Sportzaal Churchilllaan","5224BT","1513",678,146123.400113082,411966.600414852
" Sportzaal CVT","1087EJ","0",1976,128361,485508
" Sportzaal de Bellink","4361CG","1027",629,19873.0271942964,395479.901467821
" Sportzaal De Cirkel","2394GP","0",1149,100848.996827614,460244.995232364
" Sportzaal De Kemper","6132GN","1475",883,190601.575661479,334124.151845702
" Sportzaal De Oude Wereld","2408NV","1347",702,104552.667827531,459453.343419564
" Sportzaal De Sluis l l","3434CA","1205",744,134613.537465361,447017.31531824
" Sportzaal de Velst","1963KL","2348",731,107347.84785687,503143.91654595
" Sportzaal De Vroonhoevelaan (2)","2408ST","1163",838,104129.700923465,459189.903509484
" Sportzaal den Brabanderhove 20","2717WJ","1907",661,92639.9138900041,453225.728949849
" Sportzaal DKC de Kleine Kapitein","1019AJ","984",936,125166.178,486796.241
" Sportzaal Driesprong","2712RB","1906",598,93390.0313301996,451799.037334666
" Sportzaal Engelerhout (B)","5221AM","2315",2589,146464.700113404,414291.200416361
" Sportzaal Forelsloot 5 -2","2724CA","1907",1727,94938.1948584503,453112.131043729
" Sportzaal Groen-Blauwlaan 121-2","2718GH","1907",3570,93698.5979105494,450466.562795656
" Sportzaal J.F. van Hengelstraat","1019DC","0",1504,124937,487484
" Sportzaal Jan de Louter","1063ME","0",1235,0,0
" Sportzaal Kerkhoflaan","6741BN","0",276,170954.000044832,454759.00106101
" Sportzaal Koning Davidschool","6711JD","0",573,175243.000375335,450182.000506633
" Sportzaal Lijnbaan 311-2","2728AG","1907",2950,95627.1760693116,454498.51480295
" Sportzaal Maandereng","6717SE","0",754,173268.000089341,447821.000668342
" Sportzaal Meerwijkweg (B)","5236BM","3507",2442,150453.0001171,415955.200417451
" Sportzaal Oost","3112VA","1379",249,87935.5507675186,437267.026986288
" Sportzaal Overlaet (B)","5241KB","2033",1538,153201.500119642,414818.300416718
" Sportzaal Raaimoeren","4824KA","0",1005,110219.292045245,402518.265698447
" Sportzaal Rijnstraat (B)","5215EJ","0",1279,151168.600117755,411282.800414407
" Sportzaal Weberstraat","5216EX","1586",526,150668.756348726,410121.920016218
" Sportzaal West-Terschelling 14-3","8881CJ","0",853,143444.483111132,597538.071521722
" Sportzaal Wijkersloot l l","3431RD","1205",957,133867.833741899,449339.2716527
" Sportzaal Willem Alexanderplantsoen 6b - 2","2713VM","1906",1803,93225.0112927029,452244.157055516
" Sportzaal Zuid","3114GH","1379",272,87569.7822280708,435833.174539014
" Squash Hillegom","2181HG","1254",562,100484.998771682,479662.014216373
" St Catharina-school","1079JN","791",1049,122256,484197
" St Ursula Heythuysen","6093EN","2036",410,190748.984328281,362759.005131561
" St. Annakerk","6217JW","0",746,174866.007852986,318010.98430955
" St. Ignatiusgymnasium","1077LH","1219",1106,0,0
" St. Petrusparochie, INGANG KERK","1561HD","1759",1100,112832.561653799,501313.997553123
" Stadhuis","1011PN","0",2559,121828.874032203,486751.728008865
" Stadhuis","1381BB","0",2212,131512.777017098,479915.902045519
" Stadhuis","1625HV","0",3318,133059.746897289,518710.042252185
" Stadhuis","1811JD","0",2806,111569.947283465,516238.99185
