"Street/Name","Zipcode","Invited","Turnout","X","Y"
"Tavenu","4255HD","1542",1088,122832.748,420879.079
"TC De Binnenmaas","3271AH","1800",493,92697.530571135,423114.878383207
"TechLab","8082CA","577",316,187597.049016199,495648.772425323
"Teeuwland Hasselt","8061JR","1211",628,203313.930164573,511528.850475466
"Ten Veldestraat 94","3454EN","1686",961,130690.755389263,454497.418337162
"Tennis en Padel Doesburg","6982AN","880",450,206614.474116301,446918.5470103
"Tennis Padel  Club Bunde","6241EK","1052",477,179987.74026322,323047.362402068
"Tennisbaan De Watermolen","3772MB","1657",880,167437.169843672,460342.869896531
"Tenniscenter Heuvelrug","3941XK","0",199,151042.832703458,450431.217992858
"Tenniscentrum de Leeuwerik","4881WZ","1341",562,103811,386389
"Tennisclub De Linden","6641KH","1186",717,181960.994701881,429968.999039086
"Tennisclub Maasniel","6042KA","946",237,199204.000512586,356368.00054404
"Tennisclub MTC","9581EJ","1107",323,265288.038183173,549990.07233859
"Tennishal 't Root","5721CJ","2356",609,180630,379683
"Tennishal D'n Ouwe Toren","5741ND","1613",485,171605.902974607,392993.501134835
"Tennishal Hoorntjesweg","9675NB","1134",306,265750,575564
"Tennispark TC de Schaeck","7391TP","1475",778,0,0
"Tennispark Vorenkamp (GLTB)","9722HJ","0",1920,235211.003941333,579580.363368588
"Tennisvereniging Dijkzicht","1131RC","1633",965,133465.000440229,502161.000546599
"Tennisvereniging Drachten","9207AB","1204",655,202262.084,571217.346
"Tennisvereniging HBC","2103XW","1175",152,103238.000074385,483593.000459198
"Tennisvereniging In den Boogaerd","2131MN","0",556,106352.042300832,481323.469563736
"Tennisvereniging LTV Elsloo","6181JG","2378",647,181867.425895989,328304.821315764
"Tennisvereniging Mijdrecht (TVM)","3641JW","2053",757,118714.888657522,469037.065573284
"Tennisvereniging Stadskanaal","9502WB","1242",434,261406.510767378,557245.155178464
"Tennisvereniging VEP","3445TH","1548",595,0,0
"Tennisvereniging Zuid-Berghuizen","7574PG","1554",655,260813.567570914,480109.532580882
"Tent Aweg","9718BH","1311",1640,0,0
"Tent bij De Marke","1862JA","1645",941,109482.999922139,520218.001086398
"Tent bij Frankenstate","1861HD","1814",885,108467.00008957,521051.001090102
"Tent bij Kornak Waldijk","1911LP","1709",753,108700.032008962,503216.100468232
"Tent Bizonplantsoen","1338JE","1787",728,147107.393760771,488473.176123821
"Tent Bodaan","2116TR","304",497,0,0
"Tent Hoofdstation","9726AE","1311",463,233667.326960078,581129.93500499
"Tent Huttenweek terrein (Binnenkruierstraat)","1911XL","1428",854,109115.40721344,505359.108048625
"Tent Kinderboerderij De Wesseler","7544RP","1707",759,256748.5783,467968.2704
"Tent Maresiusstraat","9746BJ","1311",981,229734.32466207,583268.94419725
"Tent naast De Horizon Koggerwaard","2904SC","1687",849,101692.819942272,438845.391407584
"Tent naast Serviceflat De Seine","1186NR","1235",461,119396.72210807,477459.58010635
"Tent nabij BSO De Knalhut","7542WR","1624",1326,258231.1386,468413.8648
"Tent nabij OBS Park Stokhorst","7531EC","1889",1354,0,0
"Tent Nijverheidslaan","5506GJ","1041",497,155406.183846063,380912.569837756
"Tent NS Station","2041AB","1044",915,0,0
"Tent Oranje Nassauschool","2042CH","1295",733,0,0
"Tent parkeerterrein Marskramer","1911GD","1725",700,0,0
"Tent parkeerterrein NS Station","1911KT","1968",829,108477.12379999,503935.800206741
"Tent Raalte Zuid","8102KE","1504",777,215092.99988893,487703.000946276
"Tent Rozemarijn KDC","2034CA","1756",1017,104635,486123
"Tent S. Allendeplein","9728TL","1311",2701,233111.914310621,578445.850522021
"Tent Spaar en Hout","2012CG","1122",473,103778,487057
"Tent Van Zeggelenplein","2032KA","1925",1081,0,0
"Ter Aa Sport en Ontmoetingscentrum","5469CG","1307",429,170542.000135738,401158.000407751
"Ter Heijde Dorpshuis Het Vrondel MA","2684XE","0",683,71322.6898571979,449737.490317874
"Ter Voert Megchelen","7078BC","850",490,224277.650646945,428222.35445199
"Terra Meppel","7944AV","1506",551,209416.695828621,521943.110853379
"Terra Winsum","9951TD","1156",648,230544.000233956,595132.000833979
"Terwispel, Dorpshuis","8407ES","809",428,199383.000436329,559443.000645424
"Teso ()","1797SN","50",310,114212.402158327,557633.032681672
"Teun de Jagerdreef 1","3561JK","1014",1002,136610.890298783,457978.805554007
"Teunisbloemlaan 50","3452CB","1195",1456,128617.119693097,456507.658474662
"Textielmuseum","5046GN","1844",1483,133675.004211101,398008.063193123
"TH. Sport & Fitness","2215MH","0",251,93818.208769535,470165.26225951
"Thaborkerk","7558BA","1564",610,253152.000209996,478356.000455005
"Thamerkerk","1422XW","1977",439,117597.438277466,472148.993555373
"The Art of Meeting","2515BM","0",994,81902.8489154467,454128.431076256
"The Box","5081CT","0",326,138151.421362247,388827.120027241
"The Chump","5125NL","370",192,124948.809107256,398292.611962825
"The Dome","3994AE","0",1077,140945.886639425,449098.777456735
"The Hague Tech","2595AN","0",123,83343.7997004835,455058.782649814
"The Student Hotel","2526BN","3423",418,81808.2019335479,454193.785448327
"The Student Hotel","2611DW","865",230,84296.4988399,446943.128952
"The Student Hotel","9712LH","1311",756,233710.794130412,582522.020180503
"Theater ""Zaal 3""","2518RA","433",462,79900.220800127,454834.829879811
"Theater de Beun","1851HB","1818",796,109350.500378363,513430.141903264
"Theater de Bussel","4901EJ","3175",1348,118570.886213466,406483.253872667
"Theater De Flint (Cultuurhuis)","3811WK","866",623,155394.780875131,463438.547432301
"Theater De Hofnar","5554DA","0",1866,160091.125571829,373402.352537097
"Theater de Kappen","7481EB","1702",539,247920.000356868,463864.000583132
"Theater de Molen Beuningen","6641BK","1186",320,181820.000075883,430321.00050341
"Theater De Nieuwe Regentes","2562GR","924",1743,79365.9967989736,454925.998377945
"Theater de Schuur","4761CA","1750",587,101153.322727152,406661.104716532
"Theater De Speeldoos","3741TA","1109",1222,148680.000137224,469706.000040469
"Theater de Stoep","3201DH","1000",384,82205.4807014597,429742.166195099
"Theater de Vaillant","2526JS","2651",656,80682.6559784603,453954.273174368
"Theater en Filmhuis Dakota","2545VP","2283",530,78364.2437922655,452087.779554126
"Theater en Grand Cafe Concordia ()","2851VV","0",1444,113043.700028478,445865.700630805
"Theater Hofpoort@De Fabriek","7741HB","1142",418,246427.32105736,520204.913159026
"Theater Inter Amicos","3312EC","1794",352,0,0
"Theater Landgraaf (ipv zorgcentrum Heereveld)","6374ES","977",335,201660.74989414,325520.440358913
"Theater Posa","8242BA","1534",702,159873.183,503484.794
"Theaterhotel De Oranjerie","6041JA","1240",657,197111.794961339,355981.331927698
"Theaterkerk","6681AE","2302",1615,190124.142229239,433928.691289058
"Theaterzaal De Borgh","4761BE","0",1984,100730.374347519,406190.288475943
"Theaterzaal De Buun","6461VL","1570",340,203427.877253903,319860.740866898
"Theehuis Tuin van Noord","2316EP","0",820,94301.0846245793,464996.308183059
"Thermion","6663MM","1886",501,187575.457532594,431563.296426752
"Thijs van der Polshal","3443CT","1398",873,119536.130044278,456096.970392908
"Thomaskerk","7545BK","0",1945,255603.8413,470655.6222
"Thorbeckelaan 18","3552CS","1593",648,135178.467946032,457645.347859831
"Thuiszorgorganisatie Oriant Zorg","7556NP","1784",387,251340.000208397,477379.000454469
"Tienersoos Place 2 B (Dr.vaart)","9204LM","1309",633,201410.069,568780.365
"Tijdelijk Stadhuis","9711EJ","1311",718,234236.486789212,581582.696832378
"Tijnje, Dorpshuis","8406ES","1381",760,195510.000342055,560411.000144512
"Tilburg University","5037AB","1844",1136,131256.553722814,397154.845510688
"Titus Brandsma Parochie","5342GC","1220",1250,165028.212290367,419105.471857053
"Tjalkstraat 20","3534PA","1234",530,134329.872899656,456670.789148004
"Totally in Shape","9721JM","1311",363,234068.52308146,579349.720235677
"Touringcarbedrijf Van Hoof Reizen","5491EG","1512",630,160360.368,398074.703
"Touwslagerslaan 3","3454GV","1113",590,130577.225807753,454957.290512699
"Tree (vm. Ankerkerk)","1777EC","0",2010,126110.931280703,546642.993438683
"Trefcentrum Kunderhoes","6367BG","1559",721,193377.790240615,320912.746780433
"Trefcentrum Nuth 2","6361CA","1502",1125,190028.726154432,325444.950355649
"Trefcentrum Stevensweert","6107BZ","1367",751,186960.037490624,349276.138191052
"Trefpunt","3155AM","1719",843,78346.7599375388,439224.280272005
"Trefpunt","3243AP","1235",697,75936.729501772,417100.523337998
"Trefpunt","4761ZC","1713",1038,100162.274219943,406046.133917859
"Trefpunt","6596AK","1946",1337,0,0
"Trefpunt 't Trionk","2014VS","1388",955,102738,488064
"Trefpunt Beijum","9737AB","0",1593,235423.777043268,585620.821420772
"Trefpunt de Holdert","9203DH","960",298,202641.381,568818.085
"Trefpunt de Nieuwe Stoof","3317LA","379",1094,0,0
"Trefpunt Duistervoorde","7391AG","1287",596,0,0
"Trefpunt Oost","2985CG","1672",1047,101074.000206808,430715.00030371
"Trefputh","6155KL","1675",853,188991.000153421,329459.000358505
"Triade","1782BG","1388",549,112218.787113765,551949.411754917
"Trimclubgebouw ABC","3362BV","1263",666,113347.61529072,426325.220648925
"Trinitas","8442EZ","1685",580,191472.393593873,552380.372307651
"Triominos dainsdag","6922JB","0",525,197649.00043368,439853.000123295
"Trouwkerkje","4871CD","0",3023,104266.193463013,399923.850580872
"Trouwzaal  Gemeentehuis","3371AS","1413",1285,116878.574907331,426310.78749506
"trouwzaal De Watertoren","2992BE","1144",673,96204.2953820762,430317.172198216
"Trumanlaan 60 ingang Geallieerdenlaan","3527BR","1251",727,134711.704536149,454290.744908611
"Trumanplein 1","3527CX","1138",311,134562.519537935,454666.795754036
"TSV Gudok","5035JV","1844",278,126354.35421434,398854.303155217
"TTV Rapidity","1944RK","0",473,105303.000176284,500766.000835556
"TU Aula","2628CC","1608",1975,85372.69,446456.18
"Tubanters","7541BK","1129",357,258966.8758,469823.2689
"Tuin van Kapitein Rommel ","1901DZ","0",1754,105715.858337586,506665.591581977
"Tuindorp","3281CV","1539",594,89168.9965998976,416570.003730309
"Tuinfluiterflat","3362NE","1216",589,0,0
"Turks Cultureel Centrum","6533SZ","1886",839,186874.303813098,425288.690275798
"Tweede Kamer","2513AA","124",486,0,0
"Twents Carmel College","7581EX","1749",265,265800.7126,475684.3439
"Twijzel, Dorpshuis De Bining 16 ","9286EP","860",529,201880.175618014,583303.348783768
"Twijzelerheide, Dorpshuis De Jister 16 ","9287LC","1406",635,198855.995521739,584113.909248187
"Twins Sporting Club","4907EA","1779",363,118460.190196575,407569.061018575
"Tytsjerk, Yn 'e Mande 16 ","9255KC","1256",779,189906.995963616,581046.999098394
"U.T. De Bastille (Atrium)","7522NL","0",1623,255041,473805
"Ubbegaheem","9771BB","991",618,231334.995462231,590294.994004934
"Uitgaanscentrum De Kers","5507LA","1262",561,153672.830954303,381492.340801437
"Uitvaartcentrum Overtoom Groen","4382XW","2438",331,29394.3002413668,386306.518055781
"Uitvaltij (voormalig basisschool)","2201WL","1307",702,90121.000062273,471555.00045176
"Undineflat","3816GB","865",395,156538.003301689,462830.091472115
"Unit 't Eikske","6372VW","1742",611,198992.506551269,321618.304329667
"Unit bij basisschool De Kweekvijver","1511LK","1867",782,119808.094615743,494536.142459199
"Unit bij basisschool De Rietkraag","1511WV","1905",721,120669.6223876,494330.889725285
"Unit Calshof  (ipv zorgcentrum Calshof)","6372RH","1885",484,199025.731450506,322084.68176139
"Unit Evenemententerrein","1531PS","0",1259,115607.275405125,500535.444712115
"Unitas","3844AC","845",901,170523.460254339,482611.263552684
"Ureterp, De Wier","9247BH","0",1250,207289.000297067,567624.000373002
"Ureterp, Geref. kerk Mounestrjitte","9247AM","2062",921,207369.000066608,568052.000381259
"Ut Gäöls Heukske","6243BM","0",749,180465.016987444,325884.135438938
"Ut Wykje","8607BG","1216",329,173096.348440598,559844.957489904
"V.V. 's-Gravendeel","3295KK","1835",575,102026.395333697,421001.80073843
"V.V. Wilhelmus","2491EH","198",97,85365.0852574962,453619.7701685
"V.V. Zwanenburg","1161SP","1185",394,111768.297817623,487402.853992546
"v/m Bibliotheek 't Spui","4381HR","1270",465,28872.9878476436,385290.232276577
"Vaartkerk Eemdijk","3754NA","639",456,151148.174930262,473926.155627106
"Vaartland","3136EA","1809",585,83475.0313491874,437793.986692228
"Vakcollege Rijnmond","2224VT","1897",646,88684.0000570165,468053.000323522
"Vakschool Rijn IJssel","6709PG","2136",1043,173381.919204953,442358.031677484
"Valken '68","2235SL","1806",884,90441.7930796147,465675.234827861
"Valkennest (Bethlehemkerk)","5702PJ","1493",308,174196.979438805,388855.95105098
"Van Bijnkershoeklaan 6","3527XL","998",1059,135163.428396928,454526.963610355
"Van der Valk Zaltbommel 2","5301LJ","1054",1754,145866.383,423035.283
"Van Doniakerk","8754CZ","1521",626,155811.032986688,563636.126883263
"Van Duijvenvoorde Sportzaal","4388VL","1327",330,31426.4922915918,388243.094811436
"Van Gellicumzaal","7161CR","1373",580,0,0
"Van Gogh Kerk 2","4873BH","0",3242,102858.154788616,398085.305717861
"van Harenskerk, St.-Annaparochie","9076BS","790",289,173039.566959979,587842.278865858
"Van Hasseltschool (16-03-2022)","1215PR","1578",485,0,0
"Van Hoornekade 6","3554AW","1600",463,135086.063686802,457915.131173242
"Van Imhoffstraat 2","3531HW","1303",2020,134997.201498279,455991.805616327
"Van Kregtenweg 9","7467PL","980",551,232221.119982082,483488.690886653
"Van Pallandthal Kantine Varsseveld","7051DE","0",1446,229207.521361707,440007.658072432
"Van Riebeeckstraat 40","3531EJ","1466",529,135219.345667409,455788.015703453
"Van Swindenstraat 129","3514XR","0",2425,137296.433575437,457071.169051149
"VanSlag","9531AG","1074",396,249402.450204495,549518.20049541
"VBG De Bron Bureau II","8604BH","1231",1338,174436.000112907,561404.001094997
"Veenkerk","7889VD","186",111,263970.99202143,532781.99912952
"Veenlanden College","3641XR","1507",840,119072.021867689,469735.492643279
"Veka Sporthal (kantine)","5709AB","1853",829,176907.968572922,386974.332202856
"Veluwehal Barneveld II","3771CB","955",925,168547.407413224,461606.357497232
"Ver. gebouw Jaarsveld","3413MP","744",362,126886.589775013,442386.390100133
"Ver.gebouw RK Kerk","7686CM","943",453,235460.994917282,499591.99947441
"Vereenigingsgebouw de Tuf","1611AM","1827",865,145612.998278732,523463.999164921
"Vereniging Ons Dorpshuis","7934PE","499",305,230391.000228103,529815.000139989
"Vereniging van Nederlandse Gemeenten","2514JS","0",183,81013.9992383288,455975.997907006
"Verenigingsgebouw 'P.V. Steeds Sneller'","3332BA","1031",450,104689.8578385,425911.826845069
"Verenigingsgebouw “De Skoalleseize”","8734GS","1309",680,170809.243422278,567823.17124176
"Verenigingsgebouw Attila","2343MA","1441",811,92608.3758746247,468059.780683138
"Verenigingsgebouw Cadzand","4506AG","628",374,17209.8023740865,377316.782722184
"Verenigingsgebouw Chr.Ger.Kerk","4301EZ","1269",491,53281.4645299867,408031.117876508
"Verenigingsgebouw De Blokhut","1251VK","1524",820,143691.000111027,474424.000454046
"Verenigingsgebouw De Burcht","6445CE","1232",503,195834.986709635,327340.452403778
"Verenigingsgebouw De Hoeksteen","8166AT","0",556,195089.110447562,480861.556015879
"Verenigingsgebouw De Luifel","2141AM","0",873,106932.687332234,485276.9395016
"Verenigingsgebouw de Meikever","6942HD","1452",714,208031,438304
"Verenigingsgebouw de Poort Andelst","6673BM","1230",525,178435.943967815,435367.420419382
"Verenigingsgebouw De Schakel","1774AJ","1505",668,127188.505714918,539714.550314219
"Verenigingsgebouw de Spitsroeden","9079NG","427",195,169129.468452335,588904.885930128
"Verenigingsgebouw De Zandbanken","8531LX","1085",548,176303.786983193,540109.067694753
"Verenigingsgebouw Diakonia","2971AK","1152",693,113235.068905644,431574.392990909
"Verenigingsgebouw Geref. Gem. Kruiningen","4416BJ","1175",700,61173.9932366329,385280.996119015
"Verenigingsgebouw Geref. Gem. Yerseke","4401CB","1525",939,61835.9971309024,390292.993160265
"Verenigingsgebouw Geref. kerk Krabbendijke","4413BK","1061",662,66509.9953722907,382959.001142182
"Verenigingsgebouw Het Anker","2959AS","784",389,110881.338399316,434815.597403112
"Verenigingsgebouw Juliana en Bernhard","3813AB","865",541,154573.677567174,463743.09252284
"Verenigingsgebouw Lawa Mena","7391KG","1057",522,0,0
"Verenigingsgebouw Meppeler Mannenkoor","7943KE","1242",618,211545.068471714,523219.923981935
"Verenigingsgebouw Mookhoek","3293AJ","1039",329,100293.995704917,418507.997339401
"Verenigingsgebouw Nieuw-Buinen","9521CB","928",322,258682.705108931,553140.508951028
"Verenigingsgebouw Ons Dorpshuis","4306CA","972",721,59187.4660440671,407560.354254959
"Verenigingsgebouw Ons Huis Nederasselt","6612BA","679",352,0,0
"Verenigingsgebouw Ons Streven","1427AK","1187",588,117325.882884441,471674.019334297
"Verenigingsgebouw Overasselt - ","6611CE","0",1379,182500.501212623,419287.248527762
"Verenigingsgebouw Polderhonk","5721JC","1884",862,180926.993280688,378945.993495067
"Verenigingsgebouw Pro Rege Donkerbroek (15-03)","8435WV","0",830,212494.758171857,559388.761501592
"Verenigingsgebouw Rehoboth","3871BW","1576",338,159205.058795376,465072.491156688
"Verenigingsgebouw Sirjansland","4308AE","293",214,61222.1944384029,410544.390674294
"Verenigingsgebouw Stenenkamer","3882RC","1308",687,165797.9988037,474971.41486382
"Verenigingsgebouw Strijensas","3292AB","716",258,99402.9973689184,414486.994692323
"Verenigingsgebouw Terp Heumen","6582AL","1479",758,186454.195175313,419580.440301297
"Verenigingsgebouw TV De Skarslach","8517HZ","629",327,181387.000391124,550886.000726019
"Verenigingsgebouw Valburg","6675BR","1720",913,182645.126871535,435902.091381018
"Verenigingshuis Bethel","1795KB","273",208,116956.020950421,569660.633086784
"Verenigingslokaal L'Union","6191BN","1261",488,183515.159601419,328640.779909386
"Verenigingslokaal Willem Tell","6191RP","486",281,183138.748767427,326917.638332683
"Verenigingszaak Lakerhoes","6109AR","721",451,0,0
"Vergaderzaal achter het Witte Kerkje","8601GP","727",423,172893.998213229,560702.002245757
"Vergaderzaal Geref.Kerk","7683AV","1189",685,229738.994944698,497856.999522059
"Verkiezingsbus West","3262GM","0",222,87374.1954469565,426171.00077658
"Verlengde Hoogravenseweg 150A","3525BL","1422",688,136481.010599319,452965.414982857
"Verlengde Hoogravenseweg 203 ingang via sporthal Hoograven","3523KJ","1600",891,136464.033536141,453305.752689337
"Verlengde Hoogravenseweg 63","3525BB","1693",701,136340.448920689,452577.12716422
"Verlengde Houtrakgracht 598","3544EA","1423",920,132126.587065815,455504.002635733
"Verpleeghuis Bornholm","2133AA","1079",379,0,0
"Verpleeghuis De Bieslandhof","2612VC","153",22,84900.9700570519,448036.760437209
"Verpleeghuis De Sterrenlanden","3328HN","1592",51,106601.129197009,421819.489927425
"Verpleeghuis de Wijngaard","3735MR","1300",633,145216.321674828,458534.393303373
"Verpleeghuis Groenelaan","1186AB","1235",227,119999.645682435,478379.659585258
"Verpleeghuis Het Gasthuis","4204AA","0",8,0,0
"Verpleeghuis Nolenshaghe","2555XZ","270",282,76764.2964489102,453410.692194004
"Verpleeghuis Quintus","2552LZ","475",144,76941.73653855,452866.15811097
"Verpleeghuis Salem","2986AZ","1109",284,102625.000238714,430891.000204139
"Verpleeghuis Velserduin","1972TL","1692",533,102313,496755
"Verpleeghuis Vrederust-West","2542XA","2000",395,77720.9985761202,450250.993149164
"Verpleeghuis Zuiderhout","2012PK","1177",804,103265,486528
"Verzorgingscentrum ""de Hullen"" 10 uur tot 12 uur","9301HW","96",32,0,0
"Verzorgingscentrum De Hoprank 14 uur tot 16 uur","9321CC","16",7,0,0
"Verzorgingshuis Dubbelmonde","3319PH","200",147,0,0
"Verzorgingstehuis Swaensborch","1141VZ","94",31,131281.460148515,496479.409863768
"VG Ons Huis","7007LA","0",980,215283.66305862,440725.884440519
"vh J. v. d Sleedenhuis","7901AV","1432",352,228315.000224371,527640.000391369
"Vianen Basisschool De Rank","4132CC","2081",755,134799.000239178,444715.00031859
"Vianen Clubgebouw V.V. Brederodes","4133AX","1639",670,134440.000109863,443587.000875359
"Vianen De Hoeksteen","4133NB","1700",943,133895.999882286,443884.000083907
"Vianen De Prenter","4131GZ","2000",852,135402.104055338,445057.456665432
"Vianen Gemeentelocatie","4132AS","2120",1103,134749.170058771,445219.27307626
"Vianen Helsdingen Sport en Cultuur ()","4133NH","1820",1557,134064.844978562,444300.534774677
"Vier Hoog Zevenbergen","4762AL","1693",219,101396.152225702,406071.80310476
"Vierhovenkerk","2625XN","3229",493,83630.2008246082,445736.324015429
"Vikingschip","1779BJ","2012",800,131113.357170552,549619.513516597
"Villa 70, 't Gijminkhuis","7471KP","1240",519,0,0
"Villa de Bank","7511CM","1766",936,258987.2836,471001.2299
"Villa Den Dolder","3734BL","1100",552,145329.185017141,461101.177854081
"Villa Ockenburgh","2553RL","0",206,74840.410551913,452346.794192102
"Villa Randwijck","1181AT","1235",1059,119138.210021834,481421.265700792
"Villa Veertien op 16  2022","6953CE","1789",703,204531.664219198,450808.515263063
"Vincent van Gogh / Kapel","5803DM","1711",689,196644.07989752,393327.343905599
"Vincentiushuis","7141KB","1400",511,238670.31607108,451072.807268699
"Violenschool (16-03-2022)","1214CJ","2171",758,140062.465116702,470070.517682121
"VIOS clubgebouw","3642DA","2291",846,118701.457800722,467948.990531835
"Virgiel","2611BC","865",821,84370.418754247,447103.383130608
"Vita Nova","3245CP","1815",1105,0,0
"Vleutenseweg 515 ingang Broerestraat","3532HK","1603",973,134436.337578735,456348.242207899
"VMG Haarlem","2037TK","1721",300,105438,485736
"Voedselbank","2231ZE","1555",995,90343.5317549889,466685.982762923
"Voetbalclub SCG'18","5271NB","1116",163,152075.575917289,405317.487327979
"Voetbalkantine Kwadijk","1471CN","827",517,127275.631719528,504457.110868482
"Voetbalkantine Oud Gastel","4751CJ","1836",380,90455.000061281,400421.000406714
"Voetbalkantine Spartanen","1687BP","0",1227,130449.132284,522065.081339237
"Voetbalkantine Stampersgat 2","4751CJ","0",155,90455.000061281,400421.000406714
"Voetbalkantine Stampersgat 3","4754AM","1033",378,88971.0000599528,403224.000408533
"Voetbalver SBC, Afrikalaan 2","5691ZH","1970",396,161933.999846148,393294.000439884
"Voetbalvereniging Activia","7391JK","1236",487,0,0
"Voetbalvereniging Bergambacht","2861GJ","1313",554,113498.000421991,437575.700087515
"Voetbalvereniging De Esch","7577JA","1471",730,259385.465345945,482917.210009014
"Voetbalvereniging ESTO","2411LL","1440",552,111106.000182129,454149.000422375
"Voetbalvereniging Ewijk","6644CH","1186",512,179737.995348571,431406.001894054
"Voetbalvereniging F.C. Velsenoord","1951HH","1915",269,104096,499052
"Voetbalvereniging G.V.V.V.","3905AE","1664",284,165473.763953928,448953.173977591
"Voetbalvereniging Kagia","2165WB","1506",681,99606.0063494932,474588.508439536
"Voetbalvereniging Kapelle","4421BW","1209",425,56366.9998588214,388942.000348669
"Voetbalvereniging Katwijk","2221KK","1214",504,89615.9999181572,469514.000154196
"Voetbalvereniging Krabbendijke","4413CN","1060",753,66301.9964890818,383468.005725241
"Voetbalvereniging Nieuw-Buinen","9521AX","0",1018,260627.327127344,554350.456976914
"Voetbalvereniging Quick '20","7572AS","1361",705,259280.982725711,481664.036845623
"Voetbalvereniging S.J.C.","2201TV","1494",811,0,0
"Voetbalvereniging SCO","4908DW","2352",476,119736.99027421,408413.040089314
"Voetbalvereniging SDV Barneveld","3771RN","749",372,0,0
"Voetbalvereniging Stolwijk","2821XC","1246",688,112874.500325637,442628.600885962
"Voetbalvereniging SVH","2548AC","0",900,79285.9980631809,450308.999014512
"Voetbalvereniging VOSTA","7531AX","1674",779,258971,472493
"Voetbalvereniging VRC","3905AE","1732",370,165473.763953928,448953.173977591
"Voetbalvereniging WAVV","6708NZ","1485",455,172909.000095364,444193.001001974
"Voetbalvereniging Zeewolde","3893AA","0",434,164369.991867905,482146.004839707
"Vogelvereniging Haarlemmermeer","1161XD","1909",119,111058.288755553,488020.2169796
"Vondellaan 174","3521GH","0",2110,136640.405916157,454542.021893362
"Vondelschool","4707AG","0",599,90237.4473676726,392921.923021189
"Vondelschool 16  ","2111CJ","1183",817,101141.000405878,487151.000526836
"Voor de Burchten 2","3452MA","1633",1361,129224.884293865,456352.258915595
"Voorm.Van Voorthuijsenschool op 16  2022","6882NS","1745",584,195325.065278248,445018.787051875
"Voormalig Bankkantoor","5171RA","1350",504,131849.617171123,407319.307649424
"Voormalig gemeentehuis Aalburg","4261BE","1490",1023,137358.399,419134.391
"Voormalig GGD gebouw","5037PC","1844",2051,132489.340799423,396245.259193127
"Voormalig hoofdkantoor P&G","2515VK","2587",209,82304.9728607454,454417.385743724
"Voormalig O.B.S. De Linde","9751GA","1311",770,236932.289042711,576312.056712271
"Voormalig Schoolgebouw 15  2022","3132XT","0",1117,81615.8232360772,436842.43643745
"voormalig schoolgebouw De Tweespan","3218XA","1159",1083,75982.9976237281,431322.006327362
"Voormalig Sophiarum","6286EA","598",338,195444.508488691,313198.861145471
"voormalige basisschool de Salto","7462JA","1928",1085,231097.467234987,479666.220233261
"Voormalige basisschool Zuuk","8161RJ","0",414,197578.071446206,482944.945913365
"Voormalige Bibliotheek ()","6051HM","0",1722,190511.608627796,350891.44224722
"Voormalige Dokter Herman Bekiusschool - ","8231DN","0",1158,160296.38,504007.704
"Voormalige J. Albrondaschool","9605PL","774",365,248041.87882918,570884.703364724
"Voormalige locatie Action","5961EZ","1957",295,201434.000493911,384902.000669434
"Voormalige locatie Bibliotheek (Horst)","5961VG","0",2020,201326.099960864,385241.83058598
"Voormalige raadzaal","6851BM","1522",1339,193115.000024506,438839.000495907
"Voormalige RK Basisschool De Regenboog","7151XV","1469",780,240675.994756602,457609.999231488
"Voormalige Scholengemeenschap De Rietlanden","8233BZ","1279",205,161163.534,501073.684
"Voormalige videotheek","5741CE","2574",851,171557.000094991,394648.000465102
"Voorveldselaan 2","3573PV","1445",710,138618.118406227,457696.270712782
"Voorveldselaan 4 ingang achterzijde","3573PV","971",562,138618.118406227,457696.270712782
"Voorzieningenhart 't Hert","6531CS","0",1725,186844.152824025,427284.372262041
"Voorzieningenhart De Ster","6663HA","0",1708,188235.341555804,431488.010809056
"Vredebergkerk","6862EB","1820",928,186418.000150105,444223.000435355
"Vredeburg ","1906AL","0",2179,108446.988758638,509457.884159323
"Vredekerk","9602VT","2175",491,246457.370041962,574951.761006789
"Vredenburgkade 11","3511WC","1206",903,136177.767311446,456078.418970891
"Vredeskerk","2225BR","1954",975,87267.0001980383,468812.000881159
"Vredeskerk","2313GG","0",1405,94357.4149610958,462605.513478342
"Vredeskerk","8091GR","1345",998,197152.79586985,497532.855877401
"Vredeskerk ","2225BR","0",1489,87267.0001980383,468812.000881159
"Vredevorstkerk","1945AC","0",820,106182.999961136,501042.000520681
"Vrije Baptisten Gemeente Hattem","8051LE","1678",900,200182.064161961,498510.417468005
"Vrije Evangelische Gemeente De Brug","8501EV","1506",512,182404.254840406,553382.268340001
"Vrije school Kennemerland","2022VA","1028",841,104867,490625
"Vrije School Zutphen VO","7206BR","1198",322,210504.469389193,460207.086147725
"Vrijeschool de Toermalijn","7941HA","1030",375,209407.450169814,523122.533481914
"Vrijetijdscentrum De Wipmolen","2628JR","1607",440,85826.69,446693.08
"Vrijgemaakt Gereformeerde Kerk","3862MC","1495",690,162622.946027909,469308.926730921
"VSO Heuvelrug college","3704GN","1500",504,143384.953599928,455743.98681403
"VTC Wamel","6659BN","0",1147,160623.754211287,432487.834706563
"Vulcanusdreef 5","3561CA","1327",327,137726.984569768,458483.88849831
"Vurenhof Boerengolf","6061EJ","1716",321,200052.000163688,348201.000371619
"VV Actief","9761TC","984",431,0,0
"vv CTO '70","1115HE","1453",327,124619.088752137,482231.278493146
"VV Heerenveen","8448MT","0",502,192464.99552124,552204.999393103
