"Street/Name","stationcode","Zipcode","Invited","Turnout","merger"
"Stembureau Ontmoetingscentrum De Vloot","20","3144PC","0",3035,"556 20"
"Stembureau Ontmoetingscentrum De Walvis","207","2802SB","1469",731,"513 207"
"Stembureau Ontmoetingscentrum De Werf","330","3124KE","1379",325,"606 330"
"Stembureau Ontmoetingscentrum De Zonzeel","8","4927BD","1458",762,"1719 8"
"Stembureau Ontmoetingscentrum Oud Sluys","17","3141CB","0",1029,"556 17"
"Stembureau Ontmoetingscentrum Ouverture","16","2402DX","1539",543,"484 16"
"Stembureau Ontmoetingscentum Oud Sluys","19","3141CB","0",353,"556 19"
"Stembureau Ontmoetingskerk","821","6714CA","0",179,"228 821"
"Stembureau Ontmoetingskerk","13","3738VC","2561",1203,"310 13"
"Stembureau Ontmoetingskerk Koudekerk aan den Rijn","47","2396HA","1459",397,"484 47"
"Stembureau Oos Zittesj Hoes","13","6131GS","2100",699,"1883 13"
"Stembureau Oosterholthoeve","18","8271PS","2713",1072,"166 18"
"Stembureau Oosterkerk","906","1018LS","0",8072,"363 906"
"Stembureau Oosterkerk Hoorn","2","1621X","0",1409,"405 2"
"Stembureau Oosterlichtkerk","3","3721MJ","1392",1024,"310 3"
"Stembureau Oosterparkkerk","164","1091AC","1302",1157,"363 164"
"Stembureau Op Moer 15 ","1522","2751AW","0",879,"1892 1522"
"Stembureau Open Schoolgemeenschap Bijlmer","740","1103BE","2442",494,"363 740"
"Stembureau Openbare basisschool De Wiz@rd","32","7425GX","3051",1644,"150 32"
"Stembureau Openbare Bibliotheek Amsterdam","19","1011DL","740",445,"363 19"
"Stembureau Openbare Bibliotheek Amsterdam","413","1051HE","1198",1271,"363 413"
"Stembureau Openbare Bibliotheek Amsterdam","470","1057CA","843",1658,"363 470"
"Stembureau Opstandingskerk","1503","2404BB","0",1495,"484 1503"
"Stembureau Orange Capital Partners","272","1077NR","891",966,"363 272"
"Stembureau Orangerie (B)","104","5211NH","3960",2078,"796 104"
"Stembureau Oranjehoek","3","2271SJ","1838",855,"1916 3"
"Stembureau Oranjekerk","207","1073AE","895",2839,"363 207"
"Stembureau Orion College Amsterdam","645","1025NN","989",251,"363 645"
"Stembureau Orpheus","11","7314BZ","1804",486,"200 11"
"Stembureau Oud Gereformeerde Gemeente","15","4535AD","1487",352,"715 15"
"Stembureau Oud-Katholieke parochies Amsterdam","228","1071XA","830",868,"363 228"
"Stembureau Oude Basisschool Kruisstraat","560","5249RD","1282",287,"796 560"
"Stembureau Oude Kerk","1","2271CC","1838",1705,"1916 1"
"Stembureau Oude muziekschool Kerklaan 1 Linker ingang","1","1961GA","2166",522,"396 1"
"Stembureau Oudelande","12","4436AC","560",318,"654 12"
"Stembureau Ouder- en Kindteam Centrum Oost","65","1018RL","1535",602,"363 65"
"Stembureau Ouderencentrum Butting Inn","116","6431JK","1500",448,"917 116"
"Stembureau Ouderencentrum Hooghendael","34","6413ER","1120",258,"917 34"
"Stembureau Ouderencentrum Vogelsanck","43","6413HV","1208",311,"917 43"
"Stembureau Ouderencentrum Weijenberg","112","6431AZ","1840",537,"917 112"
"Stembureau Ovezande","11","4441AE","983",591,"654 11"
"Stembureau Panama Amsterdam","175","1019BM","1852",704,"363 175"
"Stembureau PANCAKES Amsterdam Zuidas","945","1082MK","0",3415,"363 945"
"Stembureau Pand 17","15","9403VB","1600",633,"106 15"
"Stembureau Pannenkoekenhuis de Langenberg","203","6711HJ","0",5306,"228 203"
"Stembureau Papenstraattheater","316","8011PL","1840",432,"193 316"
"Stembureau Park Zuiderhout","354","4847DK","1394",349,"758 354"
"Stembureau Parkpaviljoen","40","5141HC","1556",554,"867 40"
"Stembureau Parktheater (Elzentlaan 50)","772","5615CN","3405",3290,"772 34"
"Stembureau Parochie de Kapelaan","321","2712AV","1907",393,"637 321"
"Stembureau Parochie De Sloep Mariakerk","217","1404EX","1448",279,"1942 217"
"Stembureau Parochiecentrum Emmaüshuis","3","7311KB","2052",747,"200 3"
"Stembureau Parochiecentrum Haelen","12","6081BA","1763",731,"1640 12"
"Stembureau Parochiehuis Hunsel ","218","6013RK","0",1177,"1640 218"
"Stembureau Parochiekern De Goede Herder parkeerterrein","19","2243CZ","500",372,"629 19"
"Stembureau Parola","8","2461CE","2366",1236,"569 8"
"Stembureau Party- & Zalencentrum Le Patapouf","506","2805CG","2217",913,"513 506"
"Stembureau Party-Centrum 't Trefpunt","16","2435XP","2479",870,"569 16"
"Stembureau Partycentrum ""D'n Eik""","601","5764PR","934",511,"1652 601"
"Stembureau Partycentrum de Griethse Poort","211","6901HK","0",4227,"299 211"
"Stembureau Pastoor van Arskerk","32","6164GL","2000",410,"1883 32"
"Stembureau Pastorie Vredeskerk","267","1072JS","3363",1099,"363 267"
"Stembureau Pathé","417","6716JE","0",597,"228 417"
"Stembureau Pathé Amsterdam Noord","678","1025XL","1401",805,"363 678"
"Stembureau Pathé Arena","749","1101DS","1077",419,"363 749"
"Stembureau Pathé bioscoop, Cine café","64","6211XZ","0",213,"935 64"
"Stembureau Pathé de Munt","55","1017HD","899",290,"363 55"
"Stembureau Pathé Ede","817","6716JE","0",4967,"228 817"
"Stembureau Pestana Amsterdam Riverside","280","1074HZ","2422",1999,"363 280"
"Stembureau Petanquecentrum Nieuwegein II","21","3437PJ","1205",4009,"356 21"
"Stembureau Petrakerk","7","6718WB","0",591,"228 7"
"Stembureau PG Kerk Oud Avereest-Balkbrug","4","7707AK","1104",420,"160 4"
"Stembureau PH Almelo","47","7608HB","1300",244,"141 47"
"Stembureau Philadelphia Zorg Amsterdam","444","1053DX","2725",526,"363 444"
"Stembureau Pieter Jelles Troelstraschool","555","1067CG","2659",596,"363 555"
"Stembureau Pinkstergemeente De Banier","5","7607NG","1300",977,"141 5"
"Stembureau PKN Gemeente De Oase","314","2715RP","1907",408,"637 314"
"Stembureau PKN Ichthuskerk","319","2724EZ","1907",985,"637 319"
"Stembureau PKN Oosterkerk","303","2721ND","1907",6573,"637 303"
"Stembureau Planetarium Meeting Center Amsterdam","782","1108JA","1501",743,"363 782"
"Stembureau Plataan","213","1689GM","0",1117,"405 213"
"Stembureau Pleyn68","69","2394AJ","523",298,"484 69"
"Stembureau PlusPunt Eigenwijks Geuzenveld","550","1067DD","1252",829,"363 550"
"Stembureau Pniëlkerk","22","7606GX","1300",794,"141 22"
"Stembureau Podium Bloos","62","4815CD","339",393,"758 62"
"Stembureau Podium Mozaïek","435","1055DT","2427",1023,"363 435"
"Stembureau Poelewei","104","4817JP","1154",659,"758 104"
"Stembureau Pop-up  Eesterwaard - Meerzicht","346","2716XH","1906",978,"637 346"
"Stembureau Pop-up 5 Meistraat - Dorp","347","2712VD","1906",619,"637 347"
"Stembureau Pop-up Nieuwlandstraat-2 - Oosterheem","351","2729DV","1906",5540,"637 351"
"Stembureau Pop-up Pilatusdam - Dorp","310","2712BD","1907",3164,"637 310"
"Stembureau Pop-up Sartrezijde - De Leyens","352","2725PR","1906",1055,"637 352"
"Stembureau Pop-up Sumatra- 2 Oosterheem","350","2711GG","1906",2011,"637 350"
"Stembureau Popei Klokgebouw","772","5617AD","2924",583,"772 71"
"Stembureau Poppodium Nieuw Nor","5","6411KC","647",498,"917 5"
"Stembureau Portakabin nabij Basisschool De Windhoek","14","4844SL","1576",411,"1719 14"
"Stembureau Portakabin nabij Basisschool De Zeggewijzer","13","4844RD","1734",446,"1719 13"
"Stembureau Portakabin parkeerplaats Albert Heijn","6","4921CZ","1346",394,"1719 6"
"Stembureau Postduivenvereniging ""Soest""","22","3763LZ","0",833,"342 22"
"Stembureau Postduivenvereniging de Zwaluw","657","5245NE","1322",744,"796 657"
"Stembureau Postduivenvereniging Holthuizen","25","7335GT","2377",1052,"200 25"
"Stembureau Posthoornkerk","30","1013EX","1114",1677,"363 30"
"Stembureau Posthoornkerk","72","1016EX","814",535,"363 72"
"Stembureau Posthoornkerk","905","1013EX","0",2710,"363 905"
"Stembureau Praethuys 't Slot","7","1623JD","0",723,"405 7"
"Stembureau Praktijkschool Het Bolwerk","9","4336LM","1164",754,"687 9"
"Stembureau Pro Rege Hemsterhuis","495","1065JX","827",652,"363 495"
"Stembureau ProGym","11","2181CD","1410",783,"534 11"
"Stembureau Projectbureau Triangel","16","2742KK","1249",351,"627 16"
"Stembureau Pronova College","311","3118BB","1379",900,"606 311"
"Stembureau Protestantse Gemeente Hoek","22","4542AE","2406",1143,"715 22"
"Stembureau Protestantse Gemeente Nieuwendam","918","1023BH","0",3269,"363 918"
"Stembureau Provincie Limburg (het LAB ingang parkeerdek)","14","6229GA","0",256,"935 14"
"Stembureau Provinciehuis","153","5216TV","1272",530,"796 153"
"Stembureau Provinciehuis Drenthe","10","9405BJ","1000",826,"106 10"
"Stembureau Provinciehuis Zeeland","1","4331SG","1660",981,"687 1"
"Stembureau Puur Zuid","264","1079EK","1213",1101,"363 264"
"Stembureau Quintus","27","8261GC","1391",787,"166 27"
"Stembureau R.K. Basisschool De Mijlpaal","513","1066PP","2417",1053,"363 513"
"Stembureau R.K. kerk H. Alphonsus de Liguori","46","7776AG","822",430,"160 46"
"Stembureau Raadhuis De Paauw 16 ","1","2242CP","897",3605,"629 1"
"Stembureau RAI","944","1078GZ","0",6037,"363 944"
"Stembureau Ravestein","10","4191TS","1383",357,"1960 10"
"Stembureau Recreatiecentrum Den  Asseldonk","1","5854CC","1892",782,"893 1"
"Stembureau Recreatiezaal Beethovenflat","319","3122VL","1379",675,"606 319"
"Stembureau Recreatiezaal Parkzicht","357","8023XT","1840",394,"193 357"
"Stembureau Regenbooggemeente","912","1065GJ","0",2929,"363 912"
"Stembureau Regionaal Historisch Centrum Limburg","11","6211JM","0",444,"935 11"
"Stembureau Rehobothkerk","19","3762AL","0",248,"342 19"
"Stembureau Rehobotschool","11","2743GC","1426",460,"627 11"
"Stembureau Residence Souveraine","3","3761XD","0",877,"342 3"
"Stembureau Restaurant ""De Bootsman""","6","7737PE","1196",462,"175 6"
"Stembureau Restaurant ""De Nieuwe Brug""","19","7731PR","930",413,"175 19"
"Stembureau Restaurant De Ridderhof","5","3141XN","1556",643,"556 5"
"Stembureau Restaurant Manjefiek","56","6228XZ","0",307,"935 56"
"Stembureau Restobar Mama","36","6224KV","0",847,"935 36"
"Stembureau Revius Lyceum","10","3962KT","2601",1091,"352 10"
"Stembureau Ringvaartkerk (voorheen de Bron)","8","2914VJ","1613",991,"1892 8"
"Stembureau RK Annakerk","304","5223HJ","1574",532,"796 304"
"Stembureau RK basisschool Ludgerus","10","3768GM","0",956,"342 10"
"Stembureau RK Genesarethkerk","315","2716GT","1907",695,"637 315"
"Stembureau RK Kerk","501","4841AC","1730",869,"758 501"
"Stembureau RK Kerk De Doortocht","316","2725AR","1907",1161,"637 316"
"Stembureau RK Kerk De Wijngaard","324","2719AZ","1907",970,"637 324"
"Stembureau RK Kerk Tabor","320","2728AC","1907",893,"637 320"
"Stembureau RK Michaelkerk","12","3731EE","1165",765,"310 12"
"Stembureau RKFC Lindenheuvel-Heidebloem Comb.","31","6163CP","1650",342,"1883 31"
"Stembureau RKVV DIA","717","4847EJ","0",1804,"758 717"
"Stembureau ROC Aventus","35","7331VZ","2493",734,"200 35"
"Stembureau ROC van Amsterdam","770","1102CV","1621",110,"363 770"
"Stembureau ROC van Twente Almelo","9","7604BB","1300",256,"141 9"
"Stembureau ROC-TOP","685","1033SB","1312",1031,"363 685"
"Stembureau Rode Kruisgebouw","33","9406GD","1000",441,"106 33"
"Stembureau Rode Kruisgebouw","324","8031DB","1840",379,"193 324"
"Stembureau Rode Kruisgebouw ","77","9406GD","800",504,"106 77"
"Stembureau Room Mate Aitana","907","1013MM","0",1714,"363 907"
"Stembureau Rosa Boekdrukkerschool","471","1056DT","2757",887,"363 471"
"Stembureau Rudolf Steiner School","52","4816AD","650",201,"758 52"
"Stembureau S.O. De Heldring","673","1032LH","1161",358,"363 673"
"Stembureau s.v. Groen Wit '62","43","7327GN","2137",707,"200 43"
"Stembureau S.V. Westfriezen","15","1689EJ","0",459,"405 15"
"Stembureau Sacramentskerk","707","4818GL","0",6835,"758 707"
"Stembureau Salto International school Rise","772","5642GP","1",1454,"772 89"
"Stembureau SamSam","1548","6412EN","0",2546,"917 1548"
"Stembureau Sassegrave","6","4694BP","1354",863,"716 6"
"Stembureau Saxion Hogeschool","26","7417DH","1976",626,"150 26"
"Stembureau SBO De Zeppelin","644","1033LW","1365",385,"363 644"
"Stembureau SCC 't Kraaienest","309","4822AT","1119",983,"758 309"
"Stembureau SCC De Biechten (B)","211","5246GA","0",2085,"796 211"
"Stembureau SCC De Koe","714","4813HA","0",4462,"758 714"
"Stembureau SCC De Pekhoeve","718","4851CN","0",4900,"758 718"
"Stembureau Schaapskooi de Maanderbuurt","806","6716SC","0",541,"228 806"
"Stembureau Scheepvaartmuseum","57","1018KK","988",1372,"363 57"
"Stembureau Scheidsrechtersvereniging","8","7316JC","1342",357,"200 8"
"Stembureau School De Bundel","80","7321HG","1866",802,"200 80"
"Stembureau School De Krullevaar","350","8043EA","1840",1043,"193 350"
"Stembureau School De Roos","474","1056WB","2537",1184,"363 474"
"Stembureau School De Witte Olifant","6","1011LX","1500",727,"363 6"
"Stembureau School Het Gein","722","1106ZG","2612",1268,"363 722"
"Stembureau School met de Bijbel","51","2731AC","1417",738,"484 51"
"Stembureau schoolgebouw","7","2241XN","1129",861,"629 7"
"Stembureau Schoolgebouw ROC","424","1053ZP","1355",589,"363 424"
"Stembureau Schoolgebouw Winterkoninkje","429","1053GK","2593",712,"363 429"
"Stembureau Schoolhuis","10","2465AC","1038",626,"1884 10"
"Stembureau Schoolwoningen Passewaaij","21","4007HD","2289",1075,"281 21"
"Stembureau Schouwburg het Park","1","1621LE","0",725,"405 1"
"Stembureau Schuttersgebouw Claudius Civilis","224","6911AJ","0",2336,"299 224"
"Stembureau Scouting Amby","42","6225JM","0",478,"935 42"
"Stembureau Scouting De Mokkenboom","710","4819BB","0",2899,"758 710"
"Stembureau Scouting Graaf Daron","33","1825KB","1486",549,"361 33"
"Stembureau Scouting Haagse Beemden","303","4824EW","2241",733,"758 303"
"Stembureau Scouting Keent-Moesel","43","6006FB","1927",533,"988 43"
"Stembureau Scouting Lucas","150","5216JJ","1186",632,"796 150"
"Stembureau Scouting Oost 1","154","1098SM","1012",540,"363 154"
"Stembureau Scouting St. Jan Baptist","27","6415JN","1160",347,"917 27"
"Stembureau Scouting St. Job Leuken-Weert","27","6004DG","2047",624,"988 27"
"Stembureau Scouting SWIII/LBP","13","7313CP","737",441,"200 13"
"Stembureau Scouting Thomas-More","506","4841LP","1468",535,"758 506"
"Stembureau Scoutinggebouw Sint Gerlach","15","6212AJ","0",162,"935 15"
"Stembureau Scoutinggroep Martin Luther King","19","1620GB","0",268,"405 19"
"Stembureau Senioren-flat de Wasknijper","637","1025MZ","1853",803,"363 637"
"Stembureau Seniorensociëteit ()","112","5256AD","0",1231,"797 112"
"Stembureau Servicecentrum Leidschendam (2)","18","2264BM","1838",2481,"1916 18"
"Stembureau Servicecomplex Maasduinen Staete","13","5854DA","83",27,"893 13"
"Stembureau Servicepunt Eerbeek","12","6961CW","1505",444,"213 12"
"Stembureau Servicepunt Het Brinkhuis","142","1097TM","1311",1430,"363 142"
"Stembureau Servicepunt Kraaipan","134","1091LX","1226",268,"363 134"
"Stembureau Sg.St. Ursula Horn","14","6085AS","1556",591,"1640 14"
"Stembureau Showband Hoorn","3","1621GK","0",744,"405 3"
"Stembureau Showroom Garage Bollen","5","6211NJ","0",490,"935 5"
"Stembureau Sint Janshof","30","5251BL","0",13,"797 30"
"Stembureau Sint Michaëlskerk Blokker","217","1695AH","0",4372,"405 217"
"Stembureau Sionskerk","306","8033BA","1840",731,"193 306"
"Stembureau Sionskerk","841","6721EJ","0",653,"228 841"
"Stembureau Sionskerk (2)","14","2402WC","1445",1332,"484 14"
"Stembureau Sleutelkwartier (SK Lab)","5","2741GS","1397",341,"627 5"
"Stembureau Soc Cult Centrum  Den Bolder Maandag","62","5165TR","0",2851,"867 62"
"Stembureau Sociaal Cultureel Centrum Perron-3","551","5243SR","1214",956,"796 551"
"Stembureau Sociëteit Concordia","106","2801PJ","1403",589,"513 106"
"Stembureau Sociëteit Het Struikske","772","5652GM","1706",1287,"772 67"
"Stembureau Sociëteit K.B.O.","15","1815HA","1641",685,"361 15"
"Stembureau SOJOS (14-3-22)","33","3738EB","0",210,"310 33"
"Stembureau SOJOS (Jongerencentrum)","14","3738CB","1301",1009,"310 14"
"Stembureau Speelboerderij Het Buitenbeest","302","2715VP","1907",2706,"637 302"
"Stembureau Speelgoedbank De Grabbelton","29","6163XW","1800",406,"1883 29"
"Stembureau Speeltuin De Driehoek","14","7416ZJ","1888",1032,"150 14"
"Stembureau Speeltuin De Korenbloem","15","6713DW","0",716,"228 15"
"Stembureau speeltuin De Overkant","15","2741KP","869",306,"627 15"
"Stembureau Speeltuin OKB","27","1823DD","1408",644,"361 27"
"Stembureau Speeltuin Weerestein","4","2182XM","1597",651,"534 4"
"Stembureau Speeltuinvereniging ""Het Havenkwartier""","123","1506PK","1802",677,"479 123"
"Stembureau Speeltuinvereniging De IJssel","6","7412BV","1976",1142,"150 6"
"Stembureau Speeltuinvereniging Kindervreugd","34","2405VK","1625",537,"484 34"
"Stembureau Speeltuinvereniging Nieuwendam","613","1023EL","589",646,"363 613"
"Stembureau Spieghelkerk","215","1405HM","1241",759,"1942 215"
"Stembureau Spilcentrum de Boog","772","5641AC","1",2039,"772 92"
"Stembureau SPOC-park Wijhe","10","8131DP","1604",463,"1773 10"
"Stembureau Spoor 7","26","7731AX","757",433,"175 26"
"Stembureau Sporhal Charlotte van Pallandthof","120","1628ZJ","0",295,"405 120"
"Stembureau Sport- en Ontspanningsvereniging Pontania","136","1093TD","953",391,"363 136"
"Stembureau Sportcafe - De Opgang","12","1689NT","0",1318,"405 12"
"Stembureau Sportcafé 't Volkshuis","44","6413PV","1123",196,"917 44"
"Stembureau Sportcafe De Bhoele","13","6961AB","1844",787,"213 13"
"Stembureau Sportcafé Jekerdal","17","6212XK","0",466,"935 17"
"Stembureau Sportcentrum De Bengele 2","16","6031TZ","1755",1450,"946 16"
"Stembureau Sportcentrum de Couburg ma","17","4371AZ","0",3195,"717 17"
"Stembureau Sportcentrum De Fluit - Zij ingang","26","2262ED","1838",490,"1916 26"
"Stembureau Sportcentrum de Mammoet (R)","402","2804RT","2116",4954,"513 402"
"Stembureau Sportcentrum De Pijp","221","1072RD","1913",1110,"363 221"
"Stembureau Sportcentrum de Vosse","7","2181CD","1506",558,"534 7"
"Stembureau Sportcentrum Vliegende Vaart","13","4537DH","1557",4522,"715 13"
"Stembureau Sportcomplex Marsdiek","16","9409TH","1000",441,"106 16"
"Stembureau Sportgebouw Zeeburgereiland","928","1095MK","0",5190,"363 928"
"Stembureau Sporth. Aetsveld","790","1383ED","1453",821,"363 790"
"Stembureau Sporthal ""de Hooiberg""","2","8121RA","1520",87,"1773 2"
"Stembureau Sporthal Aan de Bron","502","6004GC","0",3656,"988 502"
"Stembureau Sporthal Aetsveld","791","1383ED","1482",649,"363 791"
"Stembureau Sporthal Alkmaar Noord (2)","41","1825PV","1496",758,"361 41"
"Stembureau Sporthal Boshoven","505","6002AZ","0",3624,"988 505"
"Stembureau Sporthal Calvijn","496","1065KH","3408",719,"363 496"
"Stembureau Sporthal Cellesbroek","13","8265KA","1352",605,"166 13"
"Stembureau Sporthal Charlotte van Pallandthof","220","1628ZJ","0",1395,"405 220"
"Stembureau Sporthal Daalhof 2","31","6215JC","0",4650,"935 31"
"Stembureau Sporthal De Amerhal","5","4921EV","1736",777,"1719 5"
"Stembureau Sporthal De Arena","12","2403AS","1684",582,"484 12"
"Stembureau Sporthal de Beek","25","7772LX","990",691,"160 25"
"Stembureau Sporthal De Blikken","33","4341LV","1650",860,"687 33"
"Stembureau Sporthal De Grenslibel","46","6039HB","1957",188,"988 46"
"Stembureau Sporthal de Halve Maan ma","19","4356BX","0",4179,"717 19"
"Stembureau Sporthal de Hazelaar (B)","602","5244GD","0",6246,"796 602"
"Stembureau Sporthal De Huif","453","4854AB","989",245,"758 453"
"Stembureau Sporthal De Kraanvogel","2","5521JN","1326",533,"770 2"
"Stembureau Sporthal de Kruitmolen -  23","23","4337KP","1759",1641,"687 23"
"Stembureau Sporthal De Landvliethal","65","2391AX","971",406,"484 65"
"Stembureau Sporthal de Meet","27","7772ZH","1202",478,"160 27"
"Stembureau Sporthal de Schier 2","69","3888LA","1236",2405,"200 69"
"Stembureau Sporthal de Schutskamp (B)","306","5223KG","3281",5545,"796 306"
"Stembureau Sporthal de Slagen","35","5146AW","1648",783,"867 35"
"Stembureau Sporthal de Sprong","5","4335AT","2540",996,"687 5"
"Stembureau Sporthal de Struijck, INGANG PROF.STRUIJCKENSTRAAT","116","1502RV","2204",498,"479 116"
"Stembureau Sporthal De Timp","22","9402ER","1600",774,"106 22"
"Stembureau Sporthal de Tref","121","1509KR","3663",1035,"479 121"
"Stembureau Sporthal De Veur - 2","328","2718CX","1907",2229,"637 328"
"Stembureau Sporthal De Vliethorst","11","2251CT","1450",861,"626 11"
"Stembureau Sporthal de Zebra","716","2807DZ","0",3886,"513 716"
"Stembureau Sporthal Die Heygrave 3","23","5251CJ","1202",2667,"797 23"
"Stembureau Sporthal Driedorp ()","211","4845EC","0",2432,"1719 211"
"Stembureau Sporthal Essesteijn","15","2272EB","1838",1446,"1916 15"
"Stembureau Sporthal Gaasperdam","765","1106AW","1357",431,"363 765"
"Stembureau Sporthal Galecop l l l","28","3437KB","1205",1845,"356 28"
"Stembureau Sporthal Haagse Beemden","306","4822RK","1019",499,"758 306"
"Stembureau Sporthal In de Biessen","1591","6433AZ","0",1719,"917 1591"
"Stembureau Sporthal Keizerslanden","151","7415DM","844",259,"150 151"
"Stembureau Sporthal Kernhem","809","6718MM","0",1870,"228 809"
"Stembureau Sporthal KHC","7","8265VC","2393",843,"166 7"
"Stembureau Sporthal Laan van Spartaan","931","1061MB","0",2875,"363 931"
"Stembureau Sporthal Lingeweg (Adoshal)","16","1628AW","0",539,"405 16"
"Stembureau Sporthal Maaspoort (B)","403","5235AA","1535",801,"796 403"
"Stembureau Sporthal Merwestein l l","30","3432GN","1205",691,"356 30"
"Stembureau Sporthal Olympus II","25","9402KG","800",475,"106 25"
"Stembureau Sporthal Oostenburg","46","1018ND","687",1137,"363 46"
"Stembureau Sporthal Oosterven","72","1483VR","1568",821,"361 72"
"Stembureau Sporthal Palemig","1529","6415SB","0",1135,"917 1529"
"Stembureau Sporthal Schalkhaar","145","7433MA","1158",429,"150 145"
"Stembureau Sporthal Schelfhorst","14","7608JG","1300",632,"141 14"
"Stembureau Sporthal Sociaal Cultureel Centrum De Schans B","409","5237DE","1634",8398,"796 409"
"Stembureau Sporthal Soetendaal","46","6721ZK","0",765,"228 46"
"Stembureau Sporthal Sprengeloo 2","17","7314KP","909",528,"200 17"
"Stembureau Sporthal Uutvlog","143","7437VD","1332",669,"150 143"
"Stembureau Sporthal Varenbeuk","1537","6414NL","0",1563,"917 1537"
"Stembureau Sporthal Vullingsweg","47","6418HS","1880",269,"917 47"
"Stembureau Sporthal Weespersluis","794","1384AH","1192",1375,"363 794"
"Stembureau Sporthal Welgelegen 2","64","7322JS","1376",1750,"200 64"
"Stembureau Sporthal Wethouder Verheij","177","1093KP","1164",1246,"363 177"
"Stembureau Sporthal Windmolenbroek","31","7609LA","1300",749,"141 31"
"Stembureau Sporthal Zuidbroek 2","57","7324BM","1107",630,"200 57"
"Stembureau Sporthal Zuiderpark 2","31","7331MZ","1137",922,"200 31"
"Stembureau Sporthallen Zuid","301","1076EP","729",195,"363 301"
"Stembureau Sportpark Asser Boys","9","9403TD","1000",698,"106 9"
"Stembureau Sportpark De Heikant","504","4841EG","1777",735,"758 504"
"Stembureau Sportpark Graswinkel","10","6005JZ","1834",628,"988 10"
"Stembureau Sportpark Meerhoven (DBS)","772","5657AW","3487",755,"772 63"
"Stembureau Sportpark Op den Das","12","6006TL","867",397,"988 12"
"Stembureau Sportzaal ""De Slaghen"" 1e zaal","21","7731TJ","1103",2007,"175 21"
"Stembureau Sportzaal Borgerstraat","428","1053PE","674",1934,"363 428"
"Stembureau Sportzaal Brouwersstraat","38","6166CM","1900",808,"1883 38"
"Stembureau Sportzaal Churchilllaan","311","5224BT","1513",678,"796 311"
"Stembureau Sportzaal CVT","927","1087EJ","0",5070,"363 927"
"Stembureau Sportzaal de Bellink","15","4361CG","1027",629,"717 15"
"Stembureau Sportzaal De Cirkel","1545","2394GP","0",1902,"484 1545"
"Stembureau Sportzaal De Kemper","11","6132GN","1475",883,"1883 11"
"Stembureau Sportzaal De Oude Wereld","38","2408NV","1347",702,"484 38"
"Stembureau Sportzaal De Sluis l l","34","3434CA","1205",1138,"356 34"
"Stembureau Sportzaal de Velst","4","1963KL","2348",731,"396 4"
"Stembureau Sportzaal De Vroonhoevelaan (2)","41","2408ST","1163",1270,"484 41"
"Stembureau Sportzaal den Brabanderhove 20","334","2717WJ","1907",661,"637 334"
"Stembureau Sportzaal DKC de Kleine Kapitein","190","1019AJ","984",1400,"363 190"
"Stembureau Sportzaal Driesprong","344","2712RB","1906",598,"637 344"
"Stembureau Sportzaal Engelerhout (B)","501","5221AM","2315",5738,"796 501"
"Stembureau Sportzaal Forelsloot 5 -2","338","2724CA","1907",4623,"637 338"
"Stembureau Sportzaal Groen-Blauwlaan 121-2","331","2718GH","1907",9340,"637 331"
"Stembureau Sportzaal J.F. van Hengelstraat","924","1019DC","0",3787,"363 924"
"Stembureau Sportzaal Jan de Louter","913","1063ME","0",2878,"363 913"
"Stembureau Sportzaal Kerkhoflaan","850","6741BN","0",276,"228 850"
"Stembureau Sportzaal Koning Davidschool","802","6711JD","0",573,"228 802"
"Stembureau Sportzaal Lijnbaan 311-2","335","2728AG","1907",7251,"637 335"
"Stembureau Sportzaal Maandereng","835","6717SE","0",754,"228 835"
"Stembureau Sportzaal Meerwijkweg (B)","451","5236BM","3507",5199,"796 451"
"Stembureau Sportzaal Oost","305","3112VA","1379",249,"606 305"
"Stembureau Sportzaal Overlaet (B)","554","5241KB","2033",3921,"796 554"
"Stembureau Sportzaal Raaimoeren","715","4824KA","0",1979,"758 715"
"Stembureau Sportzaal Rijnstraat (B)","202","5215EJ","0",3801,"796 202"
"Stembureau Sportzaal Weberstraat","152","5216EX","1586",526,"796 152"
"Stembureau Sportzaal West-Terschelling 14-3","7","8881CJ","0",1452,"93 7"
"Stembureau Sportzaal Wijkersloot l l","32","3431RD","1205",1479,"356 32"
"Stembureau Sportzaal Willem Alexanderplantsoen 6b - 2","345","2713VM","1906",4375,"637 345"
"Stembureau Sportzaal Zuid","306","3114GH","1379",272,"606 306"
"Stembureau Squash Hillegom","10","2181HG","1254",562,"534 10"
"Stembureau St Catharina-school","266","1079JN","791",1049,"363 266"
"Stembureau St Ursula Heythuysen","2","6093EN","2036",410,"1640 2"
"Stembureau St. Annakerk","41","6217JW","0",746,"935 41"
"Stembureau St. Ignatiusgymnasium","284","1077LH","1219",1682,"363 284"
"Stembureau St. Petrusparochie, INGANG KERK","501","1561HD","1759",1100,"479 501"
"Stembureau Stadhuis","1","9401JW","2204",1149,"106 1"
"Stembureau Stadhuis","1","7607EW","1300",788,"141 1"
"Stembureau Stadhuis","206","8261DD","0",4427,"166 206"
"Stembureau Stadhuis","215","8011PK","0",1262,"193 215"
"Stembureau Stadhuis","315","2511BT","1840",1448,"193 315"
"Stembureau Stadhuis","1501","7311LG","0",6888,"200 1501"
"Stembureau Stadhuis","201","1811JD","0",5867,"361 201"
"Stembureau Stadhuis","2","1011PN","691",1650,"363 2"
"Stembureau Stadhuis","784","1381BB","1121",1139,"363 784"
